shipment_id,carrier_id,tracking_number,status,origin,destination,shipment_date,name,vehicle_type,capacity,warehouse_id,location,warehouse_capacity,latitude,longitude
238,10,Uj0879,Delivered,Vila Real,Odemira,2025-01-10,"Ortiz, Vargas and Johnson",Truck,2472,12,Vila Real,9997,41.300621,-7.744129
1256,39,qm7219,Delayed,Espinho,Sines,2025-02-06,Allen LLC,Ship,6855,13,Espinho,1599,41.007599,-8.6414
165,73,mr2797,In Transit,Braga,Golegã,2025-01-16,"Smith, Lewis and Luna",Truck,5944,14,Braga,8677,41.545448,-8.426507
689,41,gF8353,In Transit,Sines,Espinho,2025-02-20,Mendez Group,Truck,6935,24,Sines,1091,37.956081,-8.86889
1066,49,rb2118,Delayed,Ponte de Lima,Sines,2025-02-15,Sexton-Pierce,Truck,7265,22,Ponte de Lima,1050,41.767368,-8.58316
594,80,Sq1079,In Transit,Águeda,Aveiro,2025-02-04,Miller-Hardy,Van,4667,4,Águeda,3948,40.577801,-8.44442
1099,30,PV2882,In Transit,Braga,Murtosa,2025-02-17,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
88,87,dv6947,Delayed,Famalicão,Palmela,2025-01-21,Nolan-Roberts,Truck,2615,7,Famalicão,2248,41.410328,-8.519728
1448,91,OM1450,Delivered,Porto,Viseu,2025-01-04,Black-Evans,Truck,4485,23,Porto,3279,41.157944,-8.629105
621,91,We2675,Delivered,Porto,Vila Real,2025-02-16,Black-Evans,Truck,4485,23,Porto,3279,41.157944,-8.629105
830,89,ZB4575,Delayed,Matosinhos,Golegã,2025-01-30,"Marquez, Ray and Hernandez",Van,4776,19,Matosinhos,7501,41.182836,-8.689084
1099,29,Da1677,Delivered,Faro,Famalicão,2025-02-17,Vang LLC,Ship,6365,8,Faro,5806,37.017963,-7.930834
189,70,Xq0156,In Transit,Viseu,Famalicão,2025-01-17,Landry-Holt,Van,1213,6,Viseu,1421,40.661011,-7.90971
970,74,ai6908,Delivered,Porto,Oeiras,2025-01-14,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
694,89,AP4193,In Transit,Matosinhos,Golegã,2025-01-05,"Marquez, Ray and Hernandez",Van,4776,19,Matosinhos,7501,41.182836,-8.689084
31,77,iV5876,Delayed,Vila Franca de Xira,Coimbra,2025-02-13,Henderson-Rivera,Van,2972,28,Vila Franca de Xira,2661,38.955601,-8.98923
1145,20,Yi3388,Delayed,Coimbra,Águeda,2025-01-20,"Garcia, Spears and Thompson",Ship,8037,17,Coimbra,8640,40.203314,-8.410257
1,20,cP4522,In Transit,Coimbra,Famalicão,2025-02-19,"Garcia, Spears and Thompson",Ship,8037,17,Coimbra,8640,40.203314,-8.410257
23,12,mY7399,Delivered,Odemira,Valongo,2025-01-15,Gonzales-Colon,Ship,4465,26,Odemira,5737,37.598801,-8.64554
1053,31,Qe9971,Delivered,Valongo,Covilhã,2025-02-02,"Davis, Smith and Lee",Van,9281,25,Valongo,1547,41.195999,-8.4958
695,58,Sy3518,Delayed,Palmela,Ponte de Lima,2025-02-02,Taylor-Lucas,Ship,4029,2,Palmela,9924,38.569801,-8.90193
1013,74,XA8912,Delayed,Porto,Faro,2025-02-02,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
1112,30,Zc7196,Delayed,Braga,Famalicão,2025-01-28,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
745,66,pb8096,In Transit,Portalegre,Sintra,2025-02-19,Kennedy PLC,Truck,9647,5,Portalegre,2516,39.2938,-7.42888
831,32,wp2122,Delayed,Coimbra,Murtosa,2025-02-04,Gutierrez-Harris,Van,1181,17,Coimbra,8640,40.203314,-8.410257
1454,9,um2466,Delayed,Lisboa,Portalegre,2025-01-16,"Patterson, Benton and Garcia",Truck,7841,10,Lisboa,4793,38.722252,-9.139337
1449,17,Uy6655,In Transit,Faro,Famalicão,2025-02-04,Haas-Martin,Van,6411,8,Faro,5806,37.017963,-7.930834
1475,90,iD9430,In Transit,Covilhã,Aveiro,2025-02-09,Rocha PLC,Truck,2116,3,Covilhã,6586,40.286011,-7.50453
1219,34,YW5914,Delayed,Elvas,Palmela,2025-01-30,Oconnell-Anderson,Truck,3928,11,Elvas,8814,38.881153,-7.162814
645,59,Gd7912,Delayed,Espinho,Vila Franca de Xira,2025-01-12,Byrd-Bell,Truck,4104,13,Espinho,1599,41.007599,-8.6414
1448,58,yP3459,Delivered,Palmela,Oeiras,2025-01-04,Taylor-Lucas,Ship,4029,2,Palmela,9924,38.569801,-8.90193
446,97,MU3717,In Transit,Guimarães,Elvas,2025-02-08,Chen-Lopez,Truck,3532,29,Guimarães,2700,41.444858,-8.296193
376,16,zg3049,Delivered,Palmela,Golegã,2025-01-11,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
14,84,at5005,In Transit,Espinho,Vila Real,2025-01-29,Porter Inc,Truck,8282,13,Espinho,1599,41.007599,-8.6414
1464,84,VB6224,In Transit,Espinho,Aveiro,2025-01-08,Porter Inc,Truck,8282,13,Espinho,1599,41.007599,-8.6414
660,26,qu6635,In Transit,Vila Real,Portalegre,2025-02-21,Tanner LLC,Ship,7088,12,Vila Real,9997,41.300621,-7.744129
1067,46,vz1669,Delivered,Faro,Matosinhos,2025-01-24,May-Hayes,Ship,1488,8,Faro,5806,37.017963,-7.930834
241,5,vE4393,Delayed,Braga,Famalicão,2025-01-12,Smith-Henderson,Truck,6718,14,Braga,8677,41.545448,-8.426507
813,63,uo0201,In Transit,Braga,Lisboa,2025-02-08,"Martinez, Whitehead and Smith",Van,6684,14,Braga,8677,41.545448,-8.426507
1148,59,Sk5319,Delivered,Espinho,Odemira,2025-02-15,Byrd-Bell,Truck,4104,13,Espinho,1599,41.007599,-8.6414
1010,22,CU8521,In Transit,Portalegre,Porto,2025-01-12,Kelly-Lewis,Truck,2477,5,Portalegre,2516,39.2938,-7.42888
414,74,lM8783,Delivered,Porto,Valongo,2025-02-16,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
610,74,gp1356,In Transit,Porto,Sintra,2025-02-08,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
1470,77,OP9034,Delayed,Vila Franca de Xira,Oeiras,2025-01-24,Henderson-Rivera,Van,2972,28,Vila Franca de Xira,2661,38.955601,-8.98923
545,44,GC4833,Delayed,Odemira,Sintra,2025-02-13,Allen-Hill,Van,9214,26,Odemira,5737,37.598801,-8.64554
325,72,vN8683,Delivered,Guimarães,Braga,2025-02-20,Reed-Barnes,Truck,4203,29,Guimarães,2700,41.444858,-8.296193
1392,56,Kz8222,Delivered,Palmela,Viseu,2025-02-11,Adams LLC,Ship,4752,2,Palmela,9924,38.569801,-8.90193
785,49,gQ2982,Delivered,Ponte de Lima,Águeda,2025-02-17,Sexton-Pierce,Truck,7265,22,Ponte de Lima,1050,41.767368,-8.58316
370,33,bJ6508,In Transit,Matosinhos,Coimbra,2025-01-12,Gates-Smith,Ship,2654,19,Matosinhos,7501,41.182836,-8.689084
525,93,kt6565,In Transit,Aveiro,Águeda,2025-02-15,"Ortiz, Smith and Johnson",Ship,4718,20,Aveiro,6266,40.640505,-8.653754
481,30,oR9985,In Transit,Braga,Faro,2025-01-26,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
1356,21,CS8297,Delivered,Matosinhos,Braga,2025-01-02,Anderson-Jennings,Ship,3849,19,Matosinhos,7501,41.182836,-8.689084
217,31,Zw4354,In Transit,Valongo,Golegã,2025-02-02,"Davis, Smith and Lee",Van,9281,25,Valongo,1547,41.195999,-8.4958
507,91,zn6439,Delivered,Porto,Elvas,2025-01-12,Black-Evans,Truck,4485,23,Porto,3279,41.157944,-8.629105
1077,73,XD0570,In Transit,Braga,Guimarães,2025-01-21,"Smith, Lewis and Luna",Truck,5944,14,Braga,8677,41.545448,-8.426507
308,9,Kx6779,In Transit,Lisboa,Bragança,2025-01-03,"Patterson, Benton and Garcia",Truck,7841,10,Lisboa,4793,38.722252,-9.139337
945,60,ow6484,In Transit,Sines,Oeiras,2025-01-30,Hayes-Anderson,Van,3810,24,Sines,1091,37.956081,-8.86889
652,4,vh5987,Delayed,Elvas,Aveiro,2025-02-01,Ross LLC,Truck,1955,11,Elvas,8814,38.881153,-7.162814
770,10,CD4455,Delayed,Vila Real,Valongo,2025-02-11,"Ortiz, Vargas and Johnson",Truck,2472,12,Vila Real,9997,41.300621,-7.744129
1012,55,fq5445,In Transit,Sintra,Braga,2025-01-01,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
328,50,TG1499,Delivered,Aveiro,Famalicão,2025-01-22,"Foster, Green and Hall",Ship,4548,20,Aveiro,6266,40.640505,-8.653754
1330,65,ZE7481,In Transit,Espinho,Braga,2025-01-12,"Graham, Barnes and Lawrence",Van,6497,13,Espinho,1599,41.007599,-8.6414
1152,100,hn5354,Delayed,Palmela,Ponte de Lima,2025-01-23,"Hardy, Harris and Lewis",Van,6451,2,Palmela,9924,38.569801,-8.90193
354,68,uu3701,Delivered,Bragança,Odemira,2025-01-22,"Aguirre, Hatfield and Patterson",Ship,3835,15,Bragança,4769,41.806439,-6.756742
984,96,fC7764,In Transit,Espinho,Águeda,2025-01-14,Todd-Oconnor,Truck,1583,13,Espinho,1599,41.007599,-8.6414
437,76,Ok3911,Delivered,Golegã,Espinho,2025-01-18,Clark Group,Van,8948,18,Golegã,4292,39.404999,-8.486
271,30,HX3458,In Transit,Braga,Águeda,2025-01-11,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
288,97,ex0947,In Transit,Guimarães,Vila Real,2025-01-25,Chen-Lopez,Truck,3532,29,Guimarães,2700,41.444858,-8.296193
640,51,Yy2239,Delivered,Palmela,Viseu,2025-02-17,Johnson and Sons,Truck,3772,2,Palmela,9924,38.569801,-8.90193
839,82,vn7831,Delivered,Porto,Elvas,2025-01-18,Bridges Ltd,Truck,3111,23,Porto,3279,41.157944,-8.629105
15,25,TG5129,Delivered,Odemira,Oeiras,2025-01-11,"Barnes, Armstrong and Mathews",Ship,7220,26,Odemira,5737,37.598801,-8.64554
415,57,sU3097,Delivered,Vila Franca de Xira,Guimarães,2025-01-17,"Wade, Bennett and Santana",Truck,8837,28,Vila Franca de Xira,2661,38.955601,-8.98923
1454,19,KW7335,Delivered,Oeiras,Portalegre,2025-01-16,"Smith, Barnes and Ramsey",Truck,1136,30,Oeiras,5009,38.697948,-9.316354
277,58,RL3767,In Transit,Palmela,Vila Franca de Xira,2025-01-02,Taylor-Lucas,Ship,4029,2,Palmela,9924,38.569801,-8.90193
1305,37,MB3891,In Transit,Porto,Portalegre,2025-01-01,Moore-Nguyen,Truck,7085,23,Porto,3279,41.157944,-8.629105
1436,32,Hm7839,Delivered,Coimbra,Braga,2025-01-16,Gutierrez-Harris,Van,1181,17,Coimbra,8640,40.203314,-8.410257
611,15,Sl3848,Delivered,Sines,Aveiro,2025-02-02,"Smith, Watson and Schultz",Ship,9780,24,Sines,1091,37.956081,-8.86889
877,75,BF9956,In Transit,Elvas,Golegã,2025-02-10,Brock Ltd,Truck,8196,11,Elvas,8814,38.881153,-7.162814
724,78,dD1941,Delivered,Valongo,Braga,2025-02-20,Keith-Woods,Ship,9186,25,Valongo,1547,41.195999,-8.4958
755,21,fm5325,In Transit,Matosinhos,Coimbra,2025-01-09,Anderson-Jennings,Ship,3849,19,Matosinhos,7501,41.182836,-8.689084
575,7,fQ8133,In Transit,Famalicão,Lisboa,2025-01-09,Calderon-Miller,Van,3362,7,Famalicão,2248,41.410328,-8.519728
992,73,DR4897,Delivered,Braga,Coimbra,2025-01-18,"Smith, Lewis and Luna",Truck,5944,14,Braga,8677,41.545448,-8.426507
1150,99,oO6920,Delivered,Odemira,Lisboa,2025-01-23,Arroyo and Sons,Truck,8199,26,Odemira,5737,37.598801,-8.64554
929,54,kB2032,In Transit,Valongo,Faro,2025-02-03,Galvan LLC,Truck,1734,25,Valongo,1547,41.195999,-8.4958
482,16,EN2834,In Transit,Palmela,Coimbra,2025-01-07,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
1450,100,cG0542,Delivered,Palmela,Famalicão,2025-02-01,"Hardy, Harris and Lewis",Van,6451,2,Palmela,9924,38.569801,-8.90193
482,86,YH0200,In Transit,Sintra,Valongo,2025-01-07,Hughes-Perkins,Van,8239,21,Sintra,5699,38.802868,-9.381659
803,39,Ks2497,Delivered,Espinho,Golegã,2025-01-22,Allen LLC,Ship,6855,13,Espinho,1599,41.007599,-8.6414
1099,37,tX9051,Delayed,Porto,Golegã,2025-02-17,Moore-Nguyen,Truck,7085,23,Porto,3279,41.157944,-8.629105
1080,99,rL6886,Delayed,Odemira,Bragança,2025-01-10,Arroyo and Sons,Truck,8199,26,Odemira,5737,37.598801,-8.64554
1424,51,dN6171,Delayed,Palmela,Viseu,2025-01-18,Johnson and Sons,Truck,3772,2,Palmela,9924,38.569801,-8.90193
1056,40,ze1591,Delayed,Portalegre,Odemira,2025-01-24,Moreno Inc,Truck,4241,5,Portalegre,2516,39.2938,-7.42888
261,26,HY1584,Delayed,Vila Real,Valongo,2025-01-09,Tanner LLC,Ship,7088,12,Vila Real,9997,41.300621,-7.744129
594,62,Oc5486,In Transit,Águeda,Faro,2025-02-04,"Nichols, Vazquez and Sullivan",Van,1742,4,Águeda,3948,40.577801,-8.44442
320,12,WD8470,Delayed,Odemira,Lisboa,2025-01-31,Gonzales-Colon,Ship,4465,26,Odemira,5737,37.598801,-8.64554
1216,12,pc4346,In Transit,Odemira,Águeda,2025-01-25,Gonzales-Colon,Ship,4465,26,Odemira,5737,37.598801,-8.64554
862,64,Vf2258,In Transit,Lisboa,Valongo,2025-02-14,Hopkins-Patel,Truck,2654,10,Lisboa,4793,38.722252,-9.139337
714,1,cj3547,In Transit,Braga,Sines,2025-01-09,"Martinez, Johnson and Oconnor",Ship,8109,14,Braga,8677,41.545448,-8.426507
596,45,UR8954,Delivered,Marinha Grande,Portalegre,2025-02-19,Howard Inc,Ship,4232,27,Marinha Grande,6906,39.75,-8.933333
712,67,PH5753,In Transit,Braga,Vila Franca de Xira,2025-02-05,"Hunt, Thompson and Garcia",Truck,8389,14,Braga,8677,41.545448,-8.426507
48,52,Xd1103,Delayed,Guimarães,Vila Real,2025-01-29,Miller-Patel,Truck,6123,29,Guimarães,2700,41.444858,-8.296193
8,65,Dk2531,Delivered,Espinho,Viseu,2025-01-22,"Graham, Barnes and Lawrence",Van,6497,13,Espinho,1599,41.007599,-8.6414
97,78,vi2355,Delayed,Valongo,Aveiro,2025-01-23,Keith-Woods,Ship,9186,25,Valongo,1547,41.195999,-8.4958
618,94,WJ4480,Delayed,Odemira,Viseu,2025-01-07,"Henderson, Hanson and Middleton",Truck,8830,26,Odemira,5737,37.598801,-8.64554
854,57,aJ9855,In Transit,Vila Franca de Xira,Matosinhos,2025-01-22,"Wade, Bennett and Santana",Truck,8837,28,Vila Franca de Xira,2661,38.955601,-8.98923
619,78,Tm8148,Delayed,Valongo,Oeiras,2025-01-28,Keith-Woods,Ship,9186,25,Valongo,1547,41.195999,-8.4958
936,53,sa1368,Delivered,Murtosa,Ponte de Lima,2025-01-13,Hale-Boone,Ship,5759,1,Murtosa,2017,40.748349,-8.651919
988,80,bT5737,In Transit,Águeda,Sintra,2025-02-18,Miller-Hardy,Van,4667,4,Águeda,3948,40.577801,-8.44442
988,16,Qw6958,In Transit,Palmela,Bragança,2025-02-18,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
1437,5,PB5176,Delivered,Braga,Viseu,2025-02-20,Smith-Henderson,Truck,6718,14,Braga,8677,41.545448,-8.426507
94,34,vn1206,Delayed,Elvas,Espinho,2025-01-02,Oconnell-Anderson,Truck,3928,11,Elvas,8814,38.881153,-7.162814
360,42,lh2073,Delayed,Matosinhos,Porto,2025-02-16,Ford-Swanson,Truck,9843,19,Matosinhos,7501,41.182836,-8.689084
727,12,Fs6770,In Transit,Odemira,Portalegre,2025-01-27,Gonzales-Colon,Ship,4465,26,Odemira,5737,37.598801,-8.64554
1074,79,zn7437,Delivered,Famalicão,Águeda,2025-01-20,"Wade, Williams and Clark",Van,8274,7,Famalicão,2248,41.410328,-8.519728
275,35,fk3697,In Transit,Aveiro,Viseu,2025-01-10,Bender-Lee,Ship,7510,20,Aveiro,6266,40.640505,-8.653754
330,20,WM9020,Delayed,Coimbra,Viseu,2025-01-23,"Garcia, Spears and Thompson",Ship,8037,17,Coimbra,8640,40.203314,-8.410257
1132,74,ZP5393,Delivered,Porto,Odemira,2025-01-25,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
24,37,xM4142,In Transit,Porto,Bragança,2025-02-05,Moore-Nguyen,Truck,7085,23,Porto,3279,41.157944,-8.629105
1482,5,ea1698,Delivered,Braga,Sintra,2025-02-08,Smith-Henderson,Truck,6718,14,Braga,8677,41.545448,-8.426507
280,40,aD3435,Delayed,Portalegre,Famalicão,2025-01-29,Moreno Inc,Truck,4241,5,Portalegre,2516,39.2938,-7.42888
126,70,Dq7456,Delivered,Viseu,Guimarães,2025-01-09,Landry-Holt,Van,1213,6,Viseu,1421,40.661011,-7.90971
340,69,ku1588,Delivered,Golegã,Braga,2025-02-06,Bell Inc,Van,5273,18,Golegã,4292,39.404999,-8.486
526,77,Dd2395,In Transit,Vila Franca de Xira,Murtosa,2025-01-21,Henderson-Rivera,Van,2972,28,Vila Franca de Xira,2661,38.955601,-8.98923
1489,64,jV4686,In Transit,Lisboa,Coimbra,2025-02-03,Hopkins-Patel,Truck,2654,10,Lisboa,4793,38.722252,-9.139337
275,35,PA3676,Delayed,Aveiro,Braga,2025-01-10,Bender-Lee,Ship,7510,20,Aveiro,6266,40.640505,-8.653754
333,24,Df1961,In Transit,Sines,Elvas,2025-01-13,Clark-Hardin,Van,2921,24,Sines,1091,37.956081,-8.86889
275,45,uK0566,In Transit,Marinha Grande,Sines,2025-01-10,Howard Inc,Ship,4232,27,Marinha Grande,6906,39.75,-8.933333
232,96,ll2570,Delayed,Espinho,Marinha Grande,2025-01-08,Todd-Oconnor,Truck,1583,13,Espinho,1599,41.007599,-8.6414
364,36,GV1514,Delivered,Coimbra,Portalegre,2025-02-13,Walker Group,Truck,1689,17,Coimbra,8640,40.203314,-8.410257
490,17,fb6785,In Transit,Faro,Valongo,2025-01-23,Haas-Martin,Van,6411,8,Faro,5806,37.017963,-7.930834
1342,5,Mu1035,Delivered,Braga,Aveiro,2025-02-15,Smith-Henderson,Truck,6718,14,Braga,8677,41.545448,-8.426507
120,62,aG2129,In Transit,Águeda,Marinha Grande,2025-02-09,"Nichols, Vazquez and Sullivan",Van,1742,4,Águeda,3948,40.577801,-8.44442
668,10,St6637,Delivered,Vila Real,Ponte de Lima,2025-01-28,"Ortiz, Vargas and Johnson",Truck,2472,12,Vila Real,9997,41.300621,-7.744129
1012,74,Kg1019,Delayed,Porto,Marinha Grande,2025-01-01,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
1349,30,AX0180,In Transit,Braga,Aveiro,2025-01-16,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
1482,61,TU8806,In Transit,Famalicão,Lisboa,2025-02-08,"Carrillo, Cox and Gentry",Truck,7909,7,Famalicão,2248,41.410328,-8.519728
488,90,PI1462,Delivered,Covilhã,Ponte de Lima,2025-01-01,Rocha PLC,Truck,2116,3,Covilhã,6586,40.286011,-7.50453
114,92,wa5772,Delivered,Guimarães,Portalegre,2025-01-30,"Alvarado, Robinson and Roth",Van,8601,29,Guimarães,2700,41.444858,-8.296193
253,20,gm1576,In Transit,Coimbra,Famalicão,2025-02-10,"Garcia, Spears and Thompson",Ship,8037,17,Coimbra,8640,40.203314,-8.410257
409,68,ys5391,Delivered,Bragança,Golegã,2025-01-16,"Aguirre, Hatfield and Patterson",Ship,3835,15,Bragança,4769,41.806439,-6.756742
1048,27,AJ4857,In Transit,Lisboa,Sintra,2025-02-15,Weaver-Lopez,Ship,6823,10,Lisboa,4793,38.722252,-9.139337
10,55,ZW1013,In Transit,Sintra,Lisboa,2025-01-03,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
117,48,Hv9725,Delivered,Matosinhos,Águeda,2025-01-23,"Noble, Alvarez and Hammond",Van,8083,19,Matosinhos,7501,41.182836,-8.689084
398,86,QV5369,In Transit,Sintra,Golegã,2025-01-27,Hughes-Perkins,Van,8239,21,Sintra,5699,38.802868,-9.381659
580,25,XU3544,Delivered,Odemira,Guimarães,2025-02-18,"Barnes, Armstrong and Mathews",Ship,7220,26,Odemira,5737,37.598801,-8.64554
1445,14,nd9947,In Transit,Ponte de Lima,Matosinhos,2025-01-12,Griffith-Horne,Van,2917,22,Ponte de Lima,1050,41.767368,-8.58316
412,47,fn9540,In Transit,Faro,Guimarães,2025-01-27,Smith-Curtis,Truck,8536,8,Faro,5806,37.017963,-7.930834
953,17,Wa0586,In Transit,Faro,Elvas,2025-01-14,Haas-Martin,Van,6411,8,Faro,5806,37.017963,-7.930834
108,97,vA6506,Delayed,Guimarães,Sines,2025-01-29,Chen-Lopez,Truck,3532,29,Guimarães,2700,41.444858,-8.296193
671,42,hB0008,Delivered,Matosinhos,Sines,2025-01-28,Ford-Swanson,Truck,9843,19,Matosinhos,7501,41.182836,-8.689084
1057,74,Pu7935,Delayed,Porto,Sines,2025-01-24,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
969,93,Ew0166,Delivered,Aveiro,Porto,2025-01-14,"Ortiz, Smith and Johnson",Ship,4718,20,Aveiro,6266,40.640505,-8.653754
765,24,dp0621,In Transit,Sines,Palmela,2025-01-02,Clark-Hardin,Van,2921,24,Sines,1091,37.956081,-8.86889
72,93,bY6039,Delivered,Aveiro,Sintra,2025-02-05,"Ortiz, Smith and Johnson",Ship,4718,20,Aveiro,6266,40.640505,-8.653754
608,9,Ez3606,In Transit,Lisboa,Bragança,2025-01-19,"Patterson, Benton and Garcia",Truck,7841,10,Lisboa,4793,38.722252,-9.139337
1236,77,vg2064,Delivered,Vila Franca de Xira,Espinho,2025-02-10,Henderson-Rivera,Van,2972,28,Vila Franca de Xira,2661,38.955601,-8.98923
80,13,sK8987,In Transit,Covilhã,Águeda,2025-01-10,"Jones, Porter and Butler",Van,7419,3,Covilhã,6586,40.286011,-7.50453
775,46,ow4873,Delivered,Faro,Portalegre,2025-02-03,May-Hayes,Ship,1488,8,Faro,5806,37.017963,-7.930834
232,37,qG7367,Delivered,Porto,Sines,2025-01-08,Moore-Nguyen,Truck,7085,23,Porto,3279,41.157944,-8.629105
1309,17,tz9590,Delivered,Faro,Bragança,2025-01-26,Haas-Martin,Van,6411,8,Faro,5806,37.017963,-7.930834
875,2,Ka6299,Delayed,Águeda,Aveiro,2025-01-17,Gray-Le,Van,5538,4,Águeda,3948,40.577801,-8.44442
860,57,cP5653,In Transit,Vila Franca de Xira,Sines,2025-01-01,"Wade, Bennett and Santana",Truck,8837,28,Vila Franca de Xira,2661,38.955601,-8.98923
1097,9,Or2886,Delivered,Lisboa,Portalegre,2025-02-13,"Patterson, Benton and Garcia",Truck,7841,10,Lisboa,4793,38.722252,-9.139337
341,1,HD6835,Delivered,Braga,Odemira,2025-01-12,"Martinez, Johnson and Oconnor",Ship,8109,14,Braga,8677,41.545448,-8.426507
665,11,tZ4732,Delivered,Murtosa,Covilhã,2025-01-29,"Waller, Barrett and Smith",Van,9803,1,Murtosa,2017,40.748349,-8.651919
688,46,bT7391,Delayed,Faro,Elvas,2025-01-12,May-Hayes,Ship,1488,8,Faro,5806,37.017963,-7.930834
555,75,do4252,In Transit,Elvas,Porto,2025-01-08,Brock Ltd,Truck,8196,11,Elvas,8814,38.881153,-7.162814
945,14,iH3715,Delayed,Ponte de Lima,Vila Real,2025-01-30,Griffith-Horne,Van,2917,22,Ponte de Lima,1050,41.767368,-8.58316
785,23,lX6957,Delayed,Guimarães,Marinha Grande,2025-02-17,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
1302,95,sQ6728,In Transit,Viseu,Elvas,2025-01-27,Contreras PLC,Truck,2645,6,Viseu,1421,40.661011,-7.90971
1108,63,wP0360,Delayed,Braga,Oeiras,2025-01-03,"Martinez, Whitehead and Smith",Van,6684,14,Braga,8677,41.545448,-8.426507
860,8,un3862,Delivered,Marinha Grande,Viseu,2025-01-01,Smith-Grant,Van,3131,27,Marinha Grande,6906,39.75,-8.933333
581,77,lX0318,Delivered,Vila Franca de Xira,Marinha Grande,2025-01-16,Henderson-Rivera,Van,2972,28,Vila Franca de Xira,2661,38.955601,-8.98923
62,82,Wl1741,In Transit,Porto,Guimarães,2025-02-15,Bridges Ltd,Truck,3111,23,Porto,3279,41.157944,-8.629105
196,71,pv1329,Delayed,Vila Franca de Xira,Marinha Grande,2025-01-29,Allen-Smith,Ship,3646,28,Vila Franca de Xira,2661,38.955601,-8.98923
1076,68,Eh9286,Delivered,Bragança,Marinha Grande,2025-02-01,"Aguirre, Hatfield and Patterson",Ship,3835,15,Bragança,4769,41.806439,-6.756742
34,36,Mo8397,Delayed,Coimbra,Viseu,2025-01-05,Walker Group,Truck,1689,17,Coimbra,8640,40.203314,-8.410257
1355,96,re6255,In Transit,Espinho,Marinha Grande,2025-02-07,Todd-Oconnor,Truck,1583,13,Espinho,1599,41.007599,-8.6414
1410,64,kr1434,Delivered,Lisboa,Águeda,2025-02-12,Hopkins-Patel,Truck,2654,10,Lisboa,4793,38.722252,-9.139337
936,49,qN0947,Delayed,Ponte de Lima,Palmela,2025-01-13,Sexton-Pierce,Truck,7265,22,Ponte de Lima,1050,41.767368,-8.58316
1181,12,jt7258,In Transit,Odemira,Portalegre,2025-01-12,Gonzales-Colon,Ship,4465,26,Odemira,5737,37.598801,-8.64554
513,28,GJ1122,In Transit,Oeiras,Vila Franca de Xira,2025-01-20,Graham PLC,Van,4355,30,Oeiras,5009,38.697948,-9.316354
1253,48,Pp1021,Delivered,Matosinhos,Aveiro,2025-02-13,"Noble, Alvarez and Hammond",Van,8083,19,Matosinhos,7501,41.182836,-8.689084
281,84,qU6423,In Transit,Espinho,Palmela,2025-01-21,Porter Inc,Truck,8282,13,Espinho,1599,41.007599,-8.6414
655,62,fn4172,Delayed,Águeda,Espinho,2025-01-18,"Nichols, Vazquez and Sullivan",Van,1742,4,Águeda,3948,40.577801,-8.44442
1306,75,qS4191,In Transit,Elvas,Valongo,2025-01-02,Brock Ltd,Truck,8196,11,Elvas,8814,38.881153,-7.162814
1433,99,Nw7776,Delivered,Odemira,Matosinhos,2025-02-22,Arroyo and Sons,Truck,8199,26,Odemira,5737,37.598801,-8.64554
1307,60,zE7043,In Transit,Sines,Viseu,2025-01-12,Hayes-Anderson,Van,3810,24,Sines,1091,37.956081,-8.86889
1149,100,jJ5361,Delivered,Palmela,Vila Real,2025-01-04,"Hardy, Harris and Lewis",Van,6451,2,Palmela,9924,38.569801,-8.90193
616,11,YI5037,Delivered,Murtosa,Valongo,2025-01-12,"Waller, Barrett and Smith",Van,9803,1,Murtosa,2017,40.748349,-8.651919
372,88,oj2600,In Transit,Bragança,Elvas,2025-02-18,Mays-Collier,Truck,5012,15,Bragança,4769,41.806439,-6.756742
582,50,Is3324,In Transit,Aveiro,Golegã,2025-01-04,"Foster, Green and Hall",Ship,4548,20,Aveiro,6266,40.640505,-8.653754
352,44,qN1492,Delivered,Odemira,Vila Franca de Xira,2025-01-27,Allen-Hill,Van,9214,26,Odemira,5737,37.598801,-8.64554
